id,Rings
90615,9.780543179418034
90616,9.683401592047138
90617,9.962203324064937
90618,10.61646259772261
90619,7.586418602000722
90620,9.22951341314561
90621,10.998806873672555
90622,6.357742196103246
90623,8.009120156402275
90624,11.144860867604123
90625,11.721300459797737
90626,6.325536137749298
90627,10.923057826510375
90628,13.620216896046976
90629,7.431154296537642
90630,7.319723681056204
90631,12.160033146757288
90632,5.700847405130524
90633,9.815983453506009
90634,10.215371757423043
90635,6.293600090946073
90636,7.439840931740716
90637,9.347710676382443
90638,8.82689149560187
90639,9.744637941735448
90640,10.830538554950241
90641,8.231626245341662
90642,10.028412459119773
90643,5.66020986157016
90644,10.768714679594924
90645,10.099123477039308
90646,9.370553781843816
90647,11.79046499016016
90648,12.667815901366032
90649,13.536716847283616
90650,9.692288107763545
90651,8.957238651381326
90652,8.406563928651105
90653,11.75391397618863
90654,6.315556857927884
90655,8.143988425090505
90656,11.116222219200797
90657,8.254012102969096
90658,6.837785757947348
90659,9.189073655708505
90660,7.251768650297638
90661,8.286496219566853
90662,7.079411650428298
90663,9.079820763925223
90664,7.765810700249514
90665,13.737268471427651
90666,8.840682070009436
90667,5.773692190070836
90668,10.016869882080796
90669,9.463988540030837
90670,9.530319931143213
90671,10.628285671030325
90672,8.703566039660307
90673,13.101638727954139
90674,7.441740844525588
90675,5.3741298846877585
90676,11.774882537205475
90677,11.338786720958854
90678,4.724140700464635
90679,9.52028492605973
90680,9.73795875657952
90681,9.462331070008108
90682,15.316801252033876
90683,10.726528662126032
90684,11.916333159164218
90685,11.245820142912352
90686,7.105311913660815
90687,10.336243661523602
90688,9.056790506429753
90689,10.728165596525887
90690,20.211136885013115
90691,8.135261163700642
90692,10.907284918311356
90693,11.293868041625432
90694,9.443204728951345
90695,8.645801925941637
90696,10.02013501422759
90697,7.27955178571813
90698,9.522033123450555
90699,5.2734789493248995
90700,10.663608200773316
90701,10.616424831177808
90702,10.220274750675875
90703,12.038611130186052
90704,4.874542427781119
90705,10.627036060453957
90706,11.579951346607999
90707,6.073974181958416
90708,8.376315889257393
90709,9.56221637502631
90710,9.508813073827385
90711,9.375756749512641
90712,8.774821881619738
90713,15.183081992554436
90714,7.264036858397507
90715,8.427587112984096
90716,7.014937968969136
90717,9.5881166297319
90718,4.330693066680301
90719,5.440219503308317
90720,10.7584999973929
90721,9.102224034132849
90722,9.627290606478704
90723,7.886245361778208
90724,9.520322509205734
90725,6.686676411096607
90726,7.701905821432736
90727,8.652904382861426
90728,10.113124732267883
90729,9.91229360182945
90730,10.361309343934192
90731,5.759396985077858
90732,7.878893347728778
90733,10.397534684453383
90734,9.185809973306801
90735,7.794204330409232
90736,7.569789160960946
90737,5.731630982163376
90738,6.966646031420138
90739,15.436157542375478
90740,10.512705983512225
90741,5.52692488821325
90742,9.85593054601859
90743,12.224030751427048
90744,7.174508305196497
90745,8.30847522339893
90746,8.113776903496548
90747,4.2095331985716005
90748,14.862138306616998
90749,9.503147782557964
90750,4.31312300906945
90751,7.184037425559203
90752,8.525420909929593
90753,8.316552151279884
90754,9.218367062958785
90755,8.797380418160008
90756,8.928446639450813
90757,11.367139388488487
90758,8.820520130532827
90759,7.420609522422316
90760,8.24069817830985
90761,9.060798697675532
90762,9.051457319378745
90763,9.23561122253249
90764,13.610114471559019
90765,10.98581785791326
90766,7.57086997178258
90767,15.046003668159488
90768,12.239024097974609
90769,6.011555628346747
90770,10.949696691142604
90771,10.524592858355536
90772,5.960014463496822
90773,8.018912035909953
90774,7.637142471470854
90775,10.006839626916971
90776,7.573742601720625
90777,11.498288809298629
90778,10.474302195802
90779,10.337130463043273
90780,10.491342286830339
90781,11.027520303619916
90782,7.725234206299807
90783,12.732846127586823
90784,6.813234627407155
90785,8.386517143821932
90786,6.137316632840859
90787,8.786055404607003
90788,4.3731555548326995
90789,11.111141255235014
90790,8.455342226924309
90791,6.816844815050702
90792,6.783749366697436
90793,6.588667741519799
90794,5.793518479621087
90795,11.903871898600865
90796,10.916417894261134
90797,10.336357893741408
90798,11.252710868966552
90799,8.24147413580182
90800,15.66093320385649
90801,10.429257782456371
90802,6.857794903685338
90803,11.163569722698476
90804,15.785179313118075
90805,10.14748159328329
90806,8.723753814570092
90807,10.338397438100468
90808,9.46736004549837
90809,12.43636453281912
90810,9.385322212331344
90811,9.398545666519528
90812,6.027152424189945
90813,9.980632845474247
90814,7.553621613932831
90815,7.961777892383956
90816,5.460555514041234
90817,9.841886360997355
90818,9.257437950820265
90819,7.087023442513646
90820,6.8200942761960714
90821,10.617663562106944
90822,7.033476129035995
90823,5.806395960817335
90824,12.845495685888213
90825,8.108062413019349
90826,5.553317584202198
90827,3.9529559824674925
90828,10.198155685662137
90829,11.937390267072345
90830,9.628610672089716
90831,8.198932611282402
90832,9.335054415358238
90833,11.572265215733012
90834,10.006940383894507
90835,9.721933449739211
90836,8.730528683131102
90837,5.45482147550919
90838,10.830504295993183
90839,8.896519638961982
90840,9.25600622949718
90841,11.483982722666605
90842,13.461089586539849
90843,10.834067633183707
90844,13.835552604428853
90845,11.095491558078859
90846,12.6954240055285
90847,7.0061998103512995
90848,9.035617698705
90849,9.855339569001158
90850,8.734707785363867
90851,13.907808766664509
90852,6.477402425870336
90853,10.674517659313462
90854,11.889893180195424
90855,6.99245139552209
90856,8.842962105184029
90857,11.453149599632813
90858,11.359297689266693
90859,10.904807959452803
90860,12.90407446256464
90861,9.626142714673518
90862,11.693983699497101
90863,8.672140873661624
90864,9.001561030043414
90865,14.925968924938807
90866,16.44292644041117
90867,12.361613592933768
90868,12.20802158905409
90869,7.9350073427100565
90870,13.661966551938953
90871,11.577025305801529
90872,15.726087182681885
90873,7.987163741690306
90874,14.363728782510826
90875,8.512792124084946
90876,10.45776893305559
90877,9.076585726263943
90878,7.906594042071917
90879,9.065668087408778
90880,8.237975573409653
90881,13.548360134686458
90882,11.189265790115947
90883,11.713399182128038
90884,12.327728244653418
90885,10.609177951532747
90886,13.412932462964555
90887,5.5554886513524195
90888,9.3093851183713
90889,13.005538948634403
90890,10.525472168650438
90891,11.358755141068825
90892,10.949950564366016
90893,4.406305963223455
90894,12.318804293891876
90895,12.079410826722333
90896,6.614185045007005
90897,5.539130825863161
90898,5.977193412957996
90899,14.083839298735661
90900,11.794517042128541
90901,11.316705617501174
90902,8.63257131446883
90903,6.675098876635062
90904,7.073877714414246
90905,8.145815319514263
90906,7.4582184740435675
90907,10.10017134506536
90908,4.439512506453062
90909,14.027804596816537
90910,9.647979382834107
90911,8.114749052787626
90912,17.564228070932923
90913,9.228193488779592
90914,9.153671172095821
90915,6.798744362283992
90916,9.119623306959747
90917,12.880701575026604
90918,7.645628090762102
90919,8.68923421294031
90920,11.856950998291055
90921,6.882672869308132
90922,7.714671691756683
90923,9.566696629517091
90924,9.902915369795238
90925,11.353795816786649
90926,10.344956564704889
90927,10.418357363583725
90928,15.29735695255782
90929,11.81939888496683
90930,10.469674324177031
90931,11.559240010777913
90932,14.315588853838007
90933,10.541452244659387
90934,14.314179306764474
90935,8.626827945845768
90936,9.987703852637841
90937,11.416466328311113
90938,9.204066627422847
90939,9.434853873883261
90940,8.105569957754703
90941,7.6124751293285335
90942,5.4377715870454555
90943,12.86370215157919
90944,7.13073611971914
90945,9.656588120133547
90946,9.13342033168008
90947,10.81899101668514
90948,10.665875256837126
90949,12.830976955863907
90950,11.280012489444866
90951,9.814547166280017
90952,8.252173743282736
90953,7.280843939237634
90954,10.710218786511941
90955,8.297298941066977
90956,8.13922667764643
90957,10.238974306144888
90958,3.9220989505422423
90959,7.525990611597839
90960,11.577666533964816
90961,6.951534062783739
90962,11.092765167819685
90963,5.649159910543596
90964,11.852737902709078
90965,6.363156943846191
90966,10.800881675540454
90967,9.186918296523089
90968,11.696402659320757
90969,9.850770304647035
90970,9.653567296294833
90971,7.337741913481219
90972,9.503707828455962
90973,10.929658669491108
90974,9.047616893308033
90975,11.05776930697399
90976,7.873464502266287
90977,8.493711158422373
90978,6.581339545070359
90979,9.390235673545014
90980,8.994000384468217
90981,12.10298798994496
90982,12.316360927885807
90983,3.9533786505135247
90984,9.195861304101816
90985,6.175001756976783
90986,14.0379573838055
90987,8.672376702507947
90988,8.177004034691834
90989,12.066224977871519
90990,9.705384831456877
90991,7.8843816292895195
90992,4.729536788143157
90993,8.986932175630068
90994,13.058003354658732
90995,7.055491652668897
90996,14.96109413731919
90997,9.425175951855294
90998,6.895743537335581
90999,6.184008657598861
91000,12.134415665823745
91001,7.413355781355241
91002,8.32927687041264
91003,11.115350340917505
91004,9.737812921965004
91005,8.002993188324103
91006,12.14046329472406
91007,8.379805943081127
91008,7.916121197153034
91009,11.349690354936698
91010,10.085552007738574
91011,10.043609984976351
91012,8.974400862944258
91013,10.379736607195477
91014,9.30459695366932
91015,9.285651657792874
91016,7.425357232996754
91017,12.327997812065226
91018,7.2035225021449785
91019,11.363671863006473
91020,8.385378385789426
91021,12.000620627128004
91022,8.482592164820524
91023,5.313439832641199
91024,6.767890779932374
91025,11.342684504716335
91026,8.865687216561739
91027,7.374415446653662
91028,11.206706193881512
91029,10.14397595716783
91030,8.824564774536222
91031,8.341552305894224
91032,6.911303061295069
91033,4.585580355864094
91034,10.389692895207002
91035,8.906669470538104
91036,12.321228307884537
91037,7.153151905005058
91038,13.566528703600289
91039,11.706727551924013
91040,8.89321640869681
91041,7.711974886813194
91042,10.330235352859138
91043,11.963770292624186
91044,7.456034276074526
91045,7.928438365351307
91046,7.895592636888594
91047,6.880034687837201
91048,10.36920759475008
91049,10.199229441192806
91050,10.343645386489797
91051,8.616964898776232
91052,10.765139227922491
91053,11.033983589178614
91054,8.212278719843402
91055,7.330235228738233
91056,13.200689034275271
91057,10.827389005609962
91058,16.16923913501858
91059,13.414229526002947
91060,9.503689272345031
91061,8.066547870795803
91062,14.78565053207163
91063,8.453340290362028
91064,9.888910424294394
91065,9.103710161967513
91066,9.168894583978656
91067,9.028748938503952
91068,10.683278532050153
91069,9.000216892294086
91070,8.05665148312932
91071,7.871875643109416
91072,5.223206403230902
91073,6.073347392242579
91074,13.648235653356128
91075,7.2336038995023495
91076,12.308270574701305
91077,8.16879900916683
91078,6.683563413078751
91079,7.501319428232352
91080,8.818420556047123
91081,7.4978154458091
91082,9.811874711724784
91083,10.584507913796118
91084,7.974913915967569
91085,12.529179981729085
91086,10.671528257082919
91087,12.596929377534725
91088,9.273328654425862
91089,9.315110612420744
91090,11.150962947434738
91091,9.256778876615009
91092,10.286895245341066
91093,7.096573129202401
91094,6.532157545893749
91095,11.014014904916344
91096,11.655575720958879
91097,16.359142702808654
91098,6.9982726804568856
91099,6.929148963494372
91100,9.64990248064234
91101,11.214394509789802
91102,7.80595934788668
91103,8.820077608409871
91104,9.607016137387633
91105,15.790334628785072
91106,11.546736649336118
91107,6.6123110150623905
91108,10.512757801786824
91109,12.353758844928329
91110,12.649968278565332
91111,8.58752651841822
91112,8.726510850403109
91113,9.995811925644466
91114,5.97269661576245
91115,10.713799433793264
91116,5.923931195932665
91117,8.548795130345182
91118,6.675916092285536
91119,8.61042294304623
91120,9.64104055342083
91121,8.607663021783079
91122,6.503425335994258
91123,9.62947731650336
91124,14.859502353307754
91125,7.998685064184059
91126,8.44451149715208
91127,6.327279603104554
91128,6.812394299805662
91129,8.674086934798062
91130,9.2408824965165
91131,7.91613038919637
91132,11.865480574625893
91133,11.372611526009901
91134,9.569769323703232
91135,7.194833985046792
91136,10.17221255836016
91137,11.363167731835684
91138,7.80198125276236
91139,8.98343022430291
91140,8.732969233563413
91141,9.120495819822791
91142,11.009660574094054
91143,6.662390959858418
91144,10.562195534046083
91145,12.863401654531106
91146,5.486674153994867
91147,10.54838140168654
91148,12.558596646288146
91149,7.5106649740124105
91150,14.829881088807284
91151,11.004133367665105
91152,9.16291967919073
91153,9.745903995185442
91154,7.454123364832895
91155,11.078188755556324
91156,6.610547945595613
91157,11.590325649869026
91158,10.226669393304457
91159,9.32470397013652
91160,9.0903365001485
91161,9.651733987403572
91162,11.874925755047482
91163,5.995038936871691
91164,8.900924356285445
91165,12.494057318549538
91166,10.092992896913824
91167,8.588065789768885
91168,15.648415881394707
91169,9.02588150499358
91170,6.974840686528009
91171,8.904799972523097
91172,9.126032917346826
91173,13.40441567728325
91174,6.4640713904904334
91175,9.362961086607797
91176,11.353997098358574
91177,11.50176461360675
91178,4.571984349949551
91179,15.074699696622066
91180,12.342837396040752
91181,9.46920730204909
91182,10.726445068162402
91183,7.0719106246776935
91184,6.829041214506466
91185,11.589246939406221
91186,9.683604479371818
91187,8.787349591514957
91188,9.575709497660071
91189,10.512400715167729
91190,5.7405157556972775
91191,8.470240573057563
91192,12.860077805998547
91193,8.301810473191633
